cve,rank,reports_submitted_count,epss
CVE-2022-41082,810,5,0.15471
CVE-2022-41131,2215,1,0.00058
CVE-2022-41322,1416,2,0.00156
CVE-2022-41322,1416,2,0.00156
CVE-2022-41326,2215,1,0.00418
CVE-2022-41343,2215,1,0.0026
CVE-2022-41343,2215,1,0.0026
CVE-2022-4135,2215,1,0.01563
CVE-2022-4135,2215,1,0.01563
CVE-2022-4137,415,18,0.00087
CVE-2022-4143,2215,1,0.00068
CVE-2022-41721,2215,1,0.00173
CVE-2022-41721,2215,1,0.00173
CVE-2022-41721,2215,1,0.00173
CVE-2022-41742,2215,1,0.00042
CVE-2022-41919,2215,1,0.00137
CVE-2022-41919,2215,1,0.00137
CVE-2022-41919,2215,1,0.00137
CVE-2022-4192,2215,1,0.00409
CVE-2022-41923,2215,1,0.00303
CVE-2022-41940,2215,1,0.00096
CVE-2022-41968,2215,1,0.00105
CVE-2022-41969,2215,1,0.00093
CVE-2022-41970,2215,1,0.00071
CVE-2022-41971,2215,1,0.00124
CVE-2022-41971,2215,1,0.00124
CVE-2022-42004,2215,1,0.00264
CVE-2022-42252,1098,3,0.00246
CVE-2022-42252,1098,3,0.00246
CVE-2022-42252,1098,3,0.00246
CVE-2022-42348,242,32,0.00059
CVE-2022-42351,235,46,0.00059
CVE-2022-42703,2215,1,0.00042
CVE-2022-42731,2215,1,0.0008
CVE-2022-42731,2215,1,0.0008
CVE-2022-42731,2215,1,0.0008
CVE-2022-42754,2215,1,0.00042
CVE-2022-42756,2215,1,0.00042
CVE-2022-42757,2215,1,0.00042
CVE-2022-42759,2215,1,0.00042
CVE-2022-42759,2215,1,0.00042
CVE-2022-42760,2215,1,0.00042
CVE-2022-42761,2215,1,0.00042
CVE-2022-42761,2215,1,0.00042
CVE-2022-42763,2215,1,0.00042
CVE-2022-42763,2215,1,0.00042
CVE-2022-42765,2215,1,0.00042
CVE-2022-42765,2215,1,0.00042
CVE-2022-42766,2215,1,0.00042
CVE-2022-42767,2215,1,0.00042
CVE-2022-42768,2215,1,0.00069
CVE-2022-42774,2215,1,0.00042
CVE-2022-42775,2215,1,0.00042
CVE-2022-42777,2215,1,0.00044
CVE-2022-42777,2215,1,0.00044
CVE-2022-42779,2215,1,0.00042
CVE-2022-42781,2215,1,0.00042
CVE-2022-42781,2215,1,0.00042
CVE-2022-42782,2215,1,0.00042
CVE-2022-42889,810,5,0.97162
CVE-2022-42916,1098,3,0.0024
CVE-2022-42916,1098,3,0.0024
CVE-2022-4304,1416,2,0.00169
CVE-2022-4313,2215,1,0.00087
CVE-2022-43183,2215,1,0.00087
CVE-2022-4321,1416,2,0.00141
CVE-2022-4343,2215,1,0.00045
CVE-2022-43515,2215,1,0.00303
CVE-2022-43515,2215,1,0.00303
CVE-2022-43515,2215,1,0.00303
CVE-2022-43548,1416,2,0.00554
CVE-2022-43556,2215,1,0.00084
CVE-2022-43556,2215,1,0.00084
CVE-2022-4365,2215,1,0.00079
CVE-2022-43684,2215,1,0.00098
CVE-2022-43684,2215,1,0.00098
CVE-2022-4376,2215,1,0.00144
CVE-2022-4376,2215,1,0.00144
CVE-2022-4376,2215,1,0.00144
CVE-2022-4376,2215,1,0.00144
CVE-2022-43982,2215,1,0.00095
CVE-2022-43982,2215,1,0.00095
CVE-2022-44267,900,4,0.01555
CVE-2022-44268,125,35,0.01681
CVE-2022-4428,1416,2,0.00091
CVE-2022-4428,1416,2,0.00091
CVE-2022-4428,1416,2,0.00091
CVE-2022-44422,2215,1,0.00042
CVE-2022-44424,2215,1,0.00042
CVE-2022-44424,2215,1,0.00042
CVE-2022-44424,2215,1,0.00042
CVE-2022-44424,2215,1,0.00042
CVE-2022-44425,2215,1,0.00042
CVE-2022-44428,2215,1,0.00042
CVE-2022-44429,2215,1,0.00042
CVE-2022-44430,2215,1,0.00042
CVE-2022-44431,2215,1,0.00042
CVE-2022-44437,2215,1,0.00042
CVE-2022-44438,2215,1,0.00042
CVE-2022-44439,2215,1,0.00042
CVE-2022-44440,2215,1,0.00042
CVE-2022-44441,2215,1,0.00042
CVE-2022-44442,2215,1,0.00042
CVE-2022-44445,2215,1,0.00042
CVE-2022-44445,2215,1,0.00042
CVE-2022-44445,2215,1,0.00042
CVE-2022-44447,2215,1,0.00042
CVE-2022-44448,2215,1,0.00042
CVE-2022-44448,2215,1,0.00042
CVE-2022-44566,2215,1,0.00083
CVE-2022-44567,1416,2,0.00341
CVE-2022-44567,1416,2,0.00341
CVE-2022-44569,2215,1,0.00043
CVE-2022-4457,2215,1,0.00059
CVE-2022-4457,2215,1,0.00059
CVE-2022-44571,1416,2,0.00111
CVE-2022-44702,1416,2,0.00238
CVE-2022-44702,1416,2,0.00238
CVE-2022-45063,1416,2,0.0046
CVE-2022-45071,139,1,0.00075
CVE-2022-45143,1416,1,0.00475
CVE-2022-45143,1416,1,0.00475
CVE-2022-45402,2215,1,0.00394
CVE-2022-45597,1416,2,0.00167
CVE-2022-45597,1416,2,0.00167
CVE-2022-45933,2215,1,0.01382
CVE-2022-46175,2215,1,0.00551
CVE-2022-46176,2215,1,0.00093
CVE-2022-46255,2215,1,0.00435
CVE-2022-46255,2215,1,0.00435
CVE-2022-46256,1416,2,0.00841
CVE-2022-46256,1416,2,0.00841
CVE-2022-46389,900,4,0.00091
CVE-2022-46421,2215,1,0.00578
CVE-2022-46463,810,5,0.0782
CVE-2022-46768,1416,2,0.00164
CVE-2022-46768,1416,2,0.00164
CVE-2022-46835,1416,2,0.00155
CVE-2022-4698,2215,1,0.0005
CVE-2022-47002,2215,1,0.07879
CVE-2022-47002,2215,1,0.07879
CVE-2022-47322,2215,1,0.00042
CVE-2022-47323,2215,1,0.00042
CVE-2022-47325,2215,1,0.00042
CVE-2022-47325,2215,1,0.00042
CVE-2022-47326,2215,1,0.00042
CVE-2022-47326,2215,1,0.00042
CVE-2022-47326,2215,1,0.00042
CVE-2022-47327,2215,1,0.00042
CVE-2022-47327,2215,1,0.00042
CVE-2022-47327,2215,1,0.00042
CVE-2022-47328,2215,1,0.00042
CVE-2022-47329,2215,1,0.00042
CVE-2022-47331,2215,1,0.00042
CVE-2022-47331,2215,1,0.00042
CVE-2022-47331,2215,1,0.00042
CVE-2022-47331,2215,1,0.00042
CVE-2022-47333,2215,1,0.00042
CVE-2022-47333,2215,1,0.00042
CVE-2022-47335,2215,1,0.00042
CVE-2022-47335,2215,1,0.00042
CVE-2022-47340,2215,1,0.00042
CVE-2022-47341,2215,1,0.00042
CVE-2022-47341,2215,1,0.00042
CVE-2022-47345,2215,1,0.00042
CVE-2022-47347,2215,1,0.00042
CVE-2022-47348,2215,1,0.00042
CVE-2022-47350,2215,1,0.00042
CVE-2022-47351,2215,1,0.00042
CVE-2022-47351,2215,1,0.00042
CVE-2022-47352,2215,1,0.00042
CVE-2022-47354,2215,1,0.00042
CVE-2022-47355,2215,1,0.00042
CVE-2022-47357,2215,1,0.00042
CVE-2022-47358,2215,1,0.00042
CVE-2022-47358,2215,1,0.00042
CVE-2022-47359,2215,1,0.00042
CVE-2022-47362,2215,1,0.00042
CVE-2022-47364,2215,1,0.00042
CVE-2022-47368,2215,1,0.00042
CVE-2022-47369,2215,1,0.00042
CVE-2022-47371,2215,1,0.00042
CVE-2022-47371,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47450,2215,1,0.00042
CVE-2022-47452,2215,1,0.00042
CVE-2022-47453,2215,1,0.00042
CVE-2022-47454,2215,1,0.00042
CVE-2022-47454,2215,1,0.00042
CVE-2022-47454,2215,1,0.00042
CVE-2022-47455,2215,1,0.00042
CVE-2022-47457,2215,1,0.00042
CVE-2022-47457,2215,1,0.00042
CVE-2022-47457,2215,1,0.00042
CVE-2022-47458,2215,1,0.00042
CVE-2022-47458,2215,1,0.00042
CVE-2022-47459,2215,1,0.00042
CVE-2022-47459,2215,1,0.00042
CVE-2022-47463,2215,1,0.00042
CVE-2022-47463,2215,1,0.00042
CVE-2022-47464,2215,1,0.00042
CVE-2022-47464,2215,1,0.00042
CVE-2022-47466,2215,1,0.00042
CVE-2022-47467,2215,1,0.00042
CVE-2022-47467,2215,1,0.00042
CVE-2022-47467,2215,1,0.00042
CVE-2022-47467,2215,1,0.00042
CVE-2022-47468,2215,1,0.00042
CVE-2022-47469,2215,1,0.00042
CVE-2022-47469,2215,1,0.00042
CVE-2022-47469,2215,1,0.00042
CVE-2022-47469,2215,1,0.00042
CVE-2022-47471,2215,1,0.00042
CVE-2022-47471,2215,1,0.00042
CVE-2022-47471,2215,1,0.00042
CVE-2022-47472,2215,1,0.00042
CVE-2022-47472,2215,1,0.00042
CVE-2022-47475,2215,1,0.00042
CVE-2022-47477,2215,1,0.00042
CVE-2022-47477,2215,1,0.00042
CVE-2022-47478,2215,1,0.00042
CVE-2022-47479,1416,2,0.00042
CVE-2022-47479,1416,2,0.00042
CVE-2022-47480,2215,1,0.00042
CVE-2022-47480,2215,1,0.00042
CVE-2022-47480,2215,1,0.00042
CVE-2022-47481,2215,1,0.00042
CVE-2022-47482,2215,1,0.00042
CVE-2022-47483,2215,1,0.00042
CVE-2022-47486,2215,1,0.00042
CVE-2022-47486,2215,1,0.00042
CVE-2022-47486,2215,1,0.00042
CVE-2022-47487,2215,1,0.00042
CVE-2022-47488,2215,1,0.00042
CVE-2022-47488,2215,1,0.00042
CVE-2022-47494,2215,1,0.00042
CVE-2022-47494,2215,1,0.00042
CVE-2022-47494,2215,1,0.00042
CVE-2022-47495,2215,1,0.00042
CVE-2022-47496,2215,1,0.00042
CVE-2022-47496,2215,1,0.00042
CVE-2022-47496,2215,1,0.00042
CVE-2022-47497,2215,1,0.00042
CVE-2022-47498,2215,1,0.00042
CVE-2022-47499,2215,1,0.00042
CVE-2022-47499,2215,1,0.00042
CVE-2022-47501,2215,1,0.10189
CVE-2022-47501,2215,1,0.10189
CVE-2022-47986,488,14,0.96396
CVE-2022-47986,488,14,0.96396
CVE-2022-48231,2215,1,0.00042
CVE-2022-48231,2215,1,0.00042
CVE-2022-48232,2215,1,0.00042
CVE-2022-48232,2215,1,0.00042
CVE-2022-48233,2215,1,0.00042
CVE-2022-48233,2215,1,0.00042
CVE-2022-48234,2215,1,0.00042
CVE-2022-48235,2215,1,0.00042
CVE-2022-48236,2215,1,0.00042
CVE-2022-48237,2215,1,0.00042
CVE-2022-48239,2215,1,0.00042
CVE-2022-48240,2215,1,0.00042
CVE-2022-48240,2215,1,0.00042
CVE-2022-48241,2215,1,0.00042
CVE-2022-48241,2215,1,0.00042
CVE-2022-48244,2215,1,0.00042
CVE-2022-48245,2215,1,0.00042
CVE-2022-48246,2215,1,0.00042
CVE-2022-48247,2215,1,0.00042
CVE-2022-48247,2215,1,0.00042
CVE-2022-48248,2215,1,0.00042
CVE-2022-48248,2215,1,0.00042
CVE-2022-48248,2215,1,0.00042
CVE-2022-48250,2215,1,0.00042
CVE-2022-48250,2215,1,0.00042
CVE-2022-48345,1098,3,0.00068
CVE-2022-48345,1098,3,0.00068
CVE-2022-48368,2215,1,0.00042
CVE-2022-48368,2215,1,0.00042
CVE-2022-48370,2215,1,0.00042
CVE-2022-48370,2215,1,0.00042
CVE-2022-48371,2215,1,0.00042
CVE-2022-48373,2215,1,0.00042
CVE-2022-48375,2215,1,0.00042
CVE-2022-48376,2215,1,0.00042
CVE-2022-48376,2215,1,0.00042
CVE-2022-48377,2215,1,0.00042
CVE-2022-48379,2215,1,0.00042
CVE-2022-48379,2215,1,0.00042
CVE-2022-48380,2215,1,0.00042
CVE-2022-48381,2215,1,0.00042
CVE-2022-48381,2215,1,0.00042
CVE-2022-48382,2215,1,0.00042
CVE-2022-48382,2215,1,0.00042
CVE-2022-48382,2215,1,0.00042
CVE-2022-48382,2215,1,0.00042
CVE-2022-48383,2215,1,0.00042
CVE-2022-48384,2215,1,0.00042
CVE-2022-48386,2215,1,0.00042
CVE-2022-48388,2215,1,0.00042
CVE-2022-48389,2215,1,0.00042
CVE-2022-48391,2215,1,0.00042
CVE-2022-48438,2215,1,0.00042
CVE-2022-48440,2215,1,0.00042
CVE-2022-48440,2215,1,0.00042
CVE-2022-48441,2215,1,0.00042
CVE-2022-48441,2215,1,0.00042
CVE-2022-48442,2215,1,0.00042
CVE-2022-48443,2215,1,0.00042
CVE-2022-48443,2215,1,0.00042
CVE-2022-48443,2215,1,0.00042
CVE-2022-48444,2215,1,0.00042
CVE-2022-48444,2215,1,0.00042
CVE-2022-48445,2215,1,0.00042
CVE-2022-48446,2215,1,0.00042
CVE-2022-48448,2215,1,0.00042
CVE-2022-48448,2215,1,0.00042
CVE-2022-48448,2215,1,0.00042
CVE-2022-48452,2215,1,0.00042
CVE-2022-48452,2215,1,0.00042
CVE-2022-48454,2215,1,0.00042
CVE-2022-48456,2215,1,0.00042
CVE-2022-48456,2215,1,0.00042
CVE-2022-48459,2215,1,0.00042
CVE-2022-48460,2215,1,0.00042
CVE-2022-48464,2215,1,0.00042
CVE-2022-48464,2215,1,0.00042
CVE-2022-4953,2215,1,0.00184
CVE-2023-0121,2215,1,0.00067
CVE-2023-0223,2215,1,0.00079
CVE-2023-0264,2215,1,0.00065
CVE-2023-0264,2215,1,0.00065
CVE-2023-0264,2215,1,0.00065
CVE-2023-0286,2215,1,0.003
CVE-2023-0319,2215,1,0.00087
CVE-2023-0465,2215,1,0.00142
CVE-2023-0485,2215,1,0.00343
CVE-2023-0518,2215,1,0.00096
CVE-2023-0523,2215,1,0.00122
CVE-2023-0632,2215,1,0.00055
CVE-2023-0632,2215,1,0.00055
CVE-2023-0632,2215,1,0.00055
CVE-2023-0652,2215,1,0.00042
CVE-2023-0656,354,5,0.00217
CVE-2023-0669,2215,1,0.96944
CVE-2023-0669,2215,1,0.96944
CVE-2023-0756,2215,1,0.01798
CVE-2023-0805,2215,1,0.00344
CVE-2023-0805,2215,1,0.00344
CVE-2023-0838,2215,1,0.00101
CVE-2023-0921,2215,1,0.00141
CVE-2023-0978,2215,1,0.00042
CVE-2023-1072,2215,1,0.00078
CVE-2023-1072,2215,1,0.00078
CVE-2023-1098,2215,1,0.00192
CVE-2023-1167,2215,1,0.00107
CVE-2023-1178,2215,1,0.00094
CVE-2023-1204,2215,1,0.00144
CVE-2023-1204,2215,1,0.00144
CVE-2023-1210,2215,1,0.00048
CVE-2023-1279,2215,1,0.00046
CVE-2023-1314,2215,1,0.00042
CVE-2023-1384,334,2,0.00049
CVE-2023-1384,334,2,0.00049
CVE-2023-1384,334,2,0.00049
CVE-2023-1388,2215,1,0.00129
CVE-2023-1401,2215,1,0.00051
CVE-2023-1401,2215,1,0.00051
CVE-2023-1496,137,3,0.00091
CVE-2023-1496,137,3,0.00091
CVE-2023-1621,2215,1,0.00144
CVE-2023-1708,2215,1,0.00227
CVE-2023-1713,2215,1,0.00099
CVE-2023-1714,1416,2,0.00088
CVE-2023-1714,1416,2,0.00088
CVE-2023-1716,2215,1,0.00087
CVE-2023-1716,2215,1,0.00087
CVE-2023-1717,2215,1,0.00119
CVE-2023-1718,2215,1,0.00104
CVE-2023-1733,2215,1,0.00096
CVE-2023-1733,2215,1,0.00096
CVE-2023-1733,2215,1,0.00096
CVE-2023-1733,2215,1,0.00096
CVE-2023-1733,2215,1,0.00096
CVE-2023-1825,2215,1,0.00067
CVE-2023-1825,2215,1,0.00067
CVE-2023-1825,2215,1,0.00067
CVE-2023-1825,2215,1,0.00067
CVE-2023-1836,2215,1,0.00202
CVE-2023-1862,2215,1,0.00065
CVE-2023-1936,1416,2,0.00067
CVE-2023-1936,1416,2,0.00067
CVE-2023-2001,2215,1,0.00123
CVE-2023-2001,2215,1,0.00123
CVE-2023-2013,2215,1,0.00123
CVE-2023-20198,382,8,0.85254
CVE-2023-20269,900,4,0.02298
CVE-2023-2033,2215,1,0.02626
CVE-2023-2033,2215,1,0.02626
CVE-2023-20608,2215,1,0.00042
CVE-2023-20610,2215,1,0.00042
CVE-2023-20610,2215,1,0.00042
CVE-2023-20612,2215,1,0.00042
CVE-2023-20612,2215,1,0.00042
CVE-2023-20613,2215,1,0.00042
CVE-2023-20613,2215,1,0.00042
CVE-2023-20613,2215,1,0.00042
CVE-2023-20615,2215,1,0.00042
CVE-2023-20616,2215,1,0.00042
CVE-2023-20616,2215,1,0.00042
CVE-2023-20625,2215,1,0.00042
CVE-2023-20626,2215,1,0.00042
CVE-2023-20627,2215,1,0.00042
CVE-2023-20627,2215,1,0.00042
CVE-2023-20628,2215,1,0.00042
CVE-2023-20637,2215,1,0.00042
CVE-2023-20640,2215,1,0.00042
CVE-2023-20641,2215,1,0.00042
CVE-2023-20641,2215,1,0.00042
CVE-2023-20641,2215,1,0.00042
CVE-2023-20642,2215,1,0.00042
CVE-2023-20642,2215,1,0.00042
CVE-2023-20643,2215,1,0.00042
CVE-2023-20647,2215,1,0.00042
CVE-2023-20647,2215,1,0.00042
CVE-2023-20647,2215,1,0.00042
CVE-2023-20648,2215,1,0.00042
CVE-2023-20648,2215,1,0.00042
CVE-2023-20650,2215,1,0.00042
CVE-2023-20655,2215,1,0.00042
CVE-2023-20655,2215,1,0.00042
CVE-2023-20655,2215,1,0.00042
CVE-2023-20659,2215,1,0.00042
CVE-2023-20662,2215,1,0.00043
CVE-2023-20662,2215,1,0.00043
CVE-2023-20662,2215,1,0.00043
CVE-2023-20665,2215,1,0.00042
CVE-2023-20666,2215,1,0.00042
CVE-2023-20670,2215,1,0.00042
CVE-2023-20673,2215,1,0.00042
CVE-2023-20673,2215,1,0.00042
CVE-2023-20674,2215,1,0.00042
CVE-2023-20674,2215,1,0.00042
CVE-2023-20675,2215,1,0.00042
CVE-2023-20676,2215,1,0.00042
CVE-2023-20676,2215,1,0.00042
CVE-2023-20677,2215,1,0.00042
CVE-2023-20684,2215,1,0.00042
CVE-2023-20684,2215,1,0.00042
CVE-2023-20685,2215,1,0.00042
CVE-2023-2069,2215,1,0.00144
CVE-2023-20704,2215,1,0.00042
CVE-2023-20707,2215,1,0.00042
CVE-2023-20709,2215,1,0.00042
CVE-2023-20718,2215,1,0.00042
CVE-2023-20719,2215,1,0.00042
CVE-2023-20719,2215,1,0.00042
CVE-2023-20719,2215,1,0.00042
CVE-2023-20719,2215,1,0.00042
CVE-2023-20720,2215,1,0.00042
CVE-2023-20727,2215,1,0.00042
CVE-2023-20731,2215,1,0.00042
CVE-2023-20732,2215,1,0.00042
CVE-2023-20734,2215,1,0.00042
CVE-2023-20734,2215,1,0.00042
CVE-2023-20735,2215,1,0.00042
CVE-2023-20735,2215,1,0.00042
CVE-2023-20736,2215,1,0.00042
CVE-2023-20737,2215,1,0.00042
CVE-2023-20738,2215,1,0.00042
CVE-2023-20739,2215,1,0.00042
CVE-2023-20742,2215,1,0.00042
CVE-2023-20744,2215,1,0.00042
CVE-2023-20744,2215,1,0.00042
CVE-2023-20747,2215,1,0.00042
CVE-2023-20749,2215,1,0.00042
CVE-2023-20750,2215,1,0.00042
CVE-2023-20753,2215,1,0.00042
CVE-2023-20754,2215,1,0.00043
CVE-2023-20754,2215,1,0.00043
CVE-2023-20754,2215,1,0.00043
CVE-2023-20761,2215,1,0.00042
CVE-2023-20761,2215,1,0.00042
CVE-2023-20766,2215,1,0.00042
CVE-2023-20766,2215,1,0.00042
CVE-2023-20767,2215,1,0.00042
CVE-2023-20768,2215,1,0.00042
CVE-2023-20772,2215,1,0.00042
CVE-2023-20773,2215,1,0.00042
CVE-2023-20773,2215,1,0.00042
CVE-2023-20774,2215,1,0.00042
CVE-2023-20785,2215,1,0.00042
CVE-2023-20786,2215,1,0.00042
CVE-2023-20787,2215,1,0.00042
CVE-2023-20788,2215,1,0.00042
CVE-2023-20788,2215,1,0.00042
CVE-2023-20789,2215,1,0.00042
CVE-2023-20789,2215,1,0.00042
CVE-2023-20790,2215,1,0.00042
CVE-2023-20793,2215,1,0.00042
CVE-2023-20793,2215,1,0.00042
CVE-2023-20795,2215,1,0.00042
CVE-2023-20795,2215,1,0.00042
CVE-2023-20796,2215,1,0.00042
CVE-2023-20797,2215,1,0.00042
CVE-2023-20797,2215,1,0.00042
CVE-2023-20797,2215,1,0.00042
CVE-2023-20800,2215,1,0.00042
CVE-2023-20805,2215,1,0.00042
CVE-2023-20805,2215,1,0.00042
CVE-2023-20807,2215,1,0.00042
CVE-2023-20807,2215,1,0.00042
CVE-2023-20815,2215,1,0.00042
CVE-2023-20816,2215,1,0.00042
CVE-2023-20816,2215,1,0.00042
CVE-2023-20817,2215,1,0.00042
CVE-2023-20818,2215,1,0.00042
CVE-2023-20821,2215,1,0.00042
CVE-2023-20821,2215,1,0.00042
CVE-2023-20821,2215,1,0.00042
CVE-2023-20821,2215,1,0.00042
CVE-2023-20822,2215,1,0.00042
CVE-2023-20822,2215,1,0.00042
CVE-2023-20822,2215,1,0.00042
CVE-2023-20824,2215,1,0.00042
CVE-2023-20824,2215,1,0.00042
CVE-2023-20826,2215,1,0.00042
CVE-2023-20827,2215,1,0.00042
CVE-2023-20828,2215,1,0.00042
CVE-2023-20832,2215,1,0.00042
CVE-2023-20832,2215,1,0.00042
CVE-2023-20832,2215,1,0.00042
CVE-2023-20834,2215,1,0.00042
CVE-2023-20835,2215,1,0.00042
CVE-2023-20837,2215,1,0.00042
CVE-2023-20839,2215,1,0.00042
CVE-2023-20839,2215,1,0.00042
CVE-2023-20840,2215,1,0.00042
CVE-2023-20841,2215,1,0.00042
CVE-2023-20841,2215,1,0.00042
CVE-2023-20841,2215,1,0.00042
CVE-2023-20849,2215,1,0.0006
CVE-2023-20849,2215,1,0.0006
CVE-2023-20849,2215,1,0.0006
CVE-2023-20864,2215,1,0.19136
CVE-2023-20893,2215,1,0.003
CVE-2023-21554,2215,1,0.95283
CVE-2023-21554,2215,1,0.95283
CVE-2023-2164,2215,1,0.00048
CVE-2023-2181,1416,2,0.00144
CVE-2023-2190,2215,1,0.0011
CVE-2023-2198,2215,1,0.00067
CVE-2023-2199,2215,1,0.00067
CVE-2023-22047,593,3,0.00112
CVE-2023-22047,593,3,0.00112
CVE-2023-22056,2215,1,0.00231
CVE-2023-22056,2215,1,0.00231
CVE-2023-22058,2215,1,0.00083
CVE-2023-22232,810,5,0.12731
CVE-2023-22467,120,9,0.00227
CVE-2023-22469,2215,1,0.00051
CVE-2023-22469,2215,1,0.00051
CVE-2023-22469,2215,1,0.00051
CVE-2023-22470,2215,1,0.00062
CVE-2023-22471,2215,1,0.00068
CVE-2023-22472,2215,1,0.00098
CVE-2023-22482,2215,1,0.00093
CVE-2023-22490,2215,1,0.00057
CVE-2023-22490,2215,1,0.00057
CVE-2023-22505,2215,1,0.00106
CVE-2023-2251,2215,1,0.00105
CVE-2023-2251,2215,1,0.00105
CVE-2023-22518,263,71,0.96489
CVE-2023-22622,1416,2,0.00114
CVE-2023-22736,2215,1,0.00093
CVE-2023-22736,2215,1,0.00093
CVE-2023-22736,2215,1,0.00093
CVE-2023-22795,1416,2,0.02719
CVE-2023-22795,1416,2,0.02719
CVE-2023-22796,1416,2,0.00115
CVE-2023-22797,1416,2,0.00059
CVE-2023-22884,1416,2,0.01207
CVE-2023-22886,2215,1,0.0007
CVE-2023-22886,2215,1,0.0007
CVE-2023-22894,810,5,0.00149
CVE-2023-23397,749,6,0.9018
CVE-2023-23397,749,6,0.9018
CVE-2023-23488,2215,1,0.05489
CVE-2023-23488,2215,1,0.05489
CVE-2023-23488,2215,1,0.05489
CVE-2023-2359,2215,1,0.00149
CVE-2023-23752,1416,2,0.95425
CVE-2023-23761,2215,1,0.00126
CVE-2023-23762,2215,1,0.00179
CVE-2023-23763,2215,1,0.00052
CVE-2023-23763,2215,1,0.00052
CVE-2023-23766,1416,2,0.0006
CVE-2023-23766,1416,2,0.0006
CVE-2023-23766,1416,2,0.0006
CVE-2023-23914,1416,2,0.00112
CVE-2023-23915,1098,3,0.00061
CVE-2023-23916,1416,2,0.00107
CVE-2023-23918,1098,3,0.00146
CVE-2023-23919,1416,2,0.00067
CVE-2023-23919,1416,2,0.00067
CVE-2023-23919,1416,2,0.00067
CVE-2023-23920,1098,3,0.00045
CVE-2023-23931,2215,1,0.00072
CVE-2023-23936,2215,1,0.00128
CVE-2023-23944,2215,1,0.001
CVE-2023-23944,2215,1,0.001
CVE-2023-24044,253,20,0.00216
CVE-2023-24243,2215,1,0.01764
CVE-2023-24243,2215,1,0.01764
CVE-2023-24243,2215,1,0.01764
CVE-2023-24243,2215,1,0.01764
CVE-2023-24243,2215,1,0.01764
CVE-2023-24322,447,16,0.00163
CVE-2023-2442,2215,1,0.00285
CVE-2023-24468,300,51,0.00222
CVE-2023-2448,1416,2,0.00152
CVE-2023-24483,534,11,0.00042
CVE-2023-24487,368,26,0.00106
CVE-2023-24488,47,1752,0.05685
CVE-2023-24538,2215,1,0.00554
CVE-2023-24538,2215,1,0.00554
CVE-2023-24580,2215,1,0.00222
CVE-2023-24580,2215,1,0.00222
CVE-2023-2478,1416,2,0.00101
CVE-2023-24804,2215,1,0.0007
CVE-2023-2485,2215,1,0.00144
CVE-2023-2488,1098,3,0.00072
CVE-2023-24998,1416,1,0.03359
CVE-2023-25157,261,28,0.60344
CVE-2023-25158,334,1,0.00189
CVE-2023-25166,2215,1,0.0008
CVE-2023-25166,2215,1,0.0008
CVE-2023-25167,2215,1,0.00074
CVE-2023-25559,2215,1,0.00064
CVE-2023-25559,2215,1,0.00064
CVE-2023-25576,2215,1,0.00141
CVE-2023-25576,2215,1,0.00141
CVE-2023-25690,427,17,0.00747
CVE-2023-25692,2215,1,0.00129
CVE-2023-25692,2215,1,0.00129
CVE-2023-25693,2215,1,0.00135
CVE-2023-25693,2215,1,0.00135
CVE-2023-25695,2215,1,0.00102
CVE-2023-25696,1416,2,0.00135
CVE-2023-25754,2215,1,0.00631
CVE-2023-25754,2215,1,0.00631
CVE-2023-25816,2215,1,0.00114
CVE-2023-25816,2215,1,0.00114
CVE-2023-25817,2215,1,0.00073
CVE-2023-25817,2215,1,0.00073
CVE-2023-25821,2215,1,0.00138
CVE-2023-2589,2215,1,0.00123
CVE-2023-25956,1416,2,0.0013
CVE-2023-25956,1416,2,0.0013
CVE-2023-26041,2215,1,0.00065
CVE-2023-26041,2215,1,0.00065
CVE-2023-26116,170,5,0.00201
CVE-2023-26117,170,5,0.00201
CVE-2023-26118,170,5,0.00211
CVE-2023-2620,1416,2,0.00053
CVE-2023-2620,1416,2,0.00053
CVE-2023-26317,2215,1,0.00319
CVE-2023-26317,2215,1,0.00319
CVE-2023-26320,2215,1,0.00063
CVE-2023-26320,2215,1,0.00063
CVE-2023-2634,1416,2,0.00056
CVE-2023-2634,1416,2,0.00056
CVE-2023-26347,300,36,0.00344
CVE-2023-26359,1416,2,0.7223
CVE-2023-26359,1416,2,0.7223
CVE-2023-26360,362,26,0.96231
CVE-2023-26361,1416,2,0.00074
CVE-2023-26361,1416,2,0.00074
CVE-2023-26482,2215,1,0.00147
CVE-2023-2727,2215,1,0.00221
CVE-2023-2727,2215,1,0.00221
CVE-2023-27290,1416,2,0.00108
CVE-2023-27290,1416,2,0.00108
CVE-2023-27469,2215,1,0.00043
CVE-2023-27522,900,4,0.01898
CVE-2023-27524,447,16,0.9703
CVE-2023-27532,2215,1,0.02404
CVE-2023-27533,1416,2,0.00199
CVE-2023-27534,1416,2,0.00179
CVE-2023-27534,1416,2,0.00179
CVE-2023-27535,1416,2,0.00181
CVE-2023-27536,1416,2,0.00257
CVE-2023-27536,1416,2,0.00257
CVE-2023-27537,1416,2,0.00069
CVE-2023-27538,1416,2,0.00045
CVE-2023-2754,2215,1,0.00053
